id,age,sexe,taux,situationFamiliale,nbEnfantsAcharge,seconde_voiture,immatriculation
119602,25,F,1304,En Couple,0,true,7039 KH 57
119605,71,M,590,En Couple,3,true,666 VY 35
119607,33,M,236,En Couple,1,true,187 BK 13
119622,19,M,231,En Couple,3,true,5803 NR 29
119630,38,M,436,En Couple,1,true,994 IU 24
119636,57,M,234,En Couple,4,true,4204 TM 96
119638,21,F,160,En Couple,2,true,5729 BA 88
119646,56,M,224,En Couple,3,true,8619 FI 42
119647,27,F,513,En Couple,4,true,18 XF 62
119648,67,F,1203,En Couple,1,true,968 YH 90
119655,56,M,410,En Couple,0,true,250 SL 46
119657,52,M,508,En Couple,0,true,1928 QI 82
119666,84,M,161,En Couple,2,true,3642 NQ 22
119669,76,M,816,En Couple,2,true,3045 ZC 26
119671,42,M,858,En Couple,4,true,5012 IE 74
119678,55,M,583,En Couple,2,true,4823 VO 76
119687,56,M,227,En Couple,4,true,2677 VL 57
119688,24,M,465,En Couple,2,true,2198 RZ 89
119706,78,M,469,En Couple,2,true,2047 WB 11
119716,18,M,485,En Couple,2,true,1852 WF 93
119727,36,M,564,En Couple,4,true,9432 DX 86
119729,31,M,230,En Couple,2,true,8398 GC 17
119735,27,M,1230,En Couple,0,true,3975 NC 89
119739,80,M,574,En Couple,2,true,2333 LP 61
119741,35,F,1212,En Couple,2,true,6874 AG 70
119750,32,M,1363,En Couple,1,true,5099 EA 11
119752,50,M,210,En Couple,0,true,518 KQ 80
119754,48,M,230,En Couple,0,true,9836 IM 62
119762,21,M,500,En Couple,0,true,6859 UB 19
119781,40,M,595,En Couple,2,true,9154 ZS 41
119784,48,F,211,En Couple,1,true,7169 IR 29
119793,46,F,1206,En Couple,2,true,1292 ZD 16
119796,39,M,494,En Couple,0,true,1708 WF 50
119799,71,M,879,En Couple,2,true,8820 CG 83
119807,37,F,492,En Couple,4,true,892 EG 61
119820,40,M,524,En Couple,1,true,2198 VN 39
119823,41,F,183,En Couple,0,true,6075 OW 73
119834,23,M,468,En Couple,1,true,5027 FB 85
119844,38,M,816,En Couple,0,true,694 ZL 15
119847,64,M,247,En Couple,1,true,9238 HH 62
119855,40,M,216,En Couple,1,true,638 WI 67
119866,58,M,431,En Couple,4,true,9984 CD 15
119873,41,F,483,En Couple,1,true,1016 HA 28
119874,71,M,189,En Couple,1,true,191 ZV 53
119880,39,M,477,En Couple,2,true,3014 MC 69
119896,25,M,156,En Couple,2,true,4423 TL 97
119904,28,M,1027,En Couple,2,true,9782 IQ 85
119933,60,M,1101,En Couple,1,true,4328 MO 70
119935,27,M,421,En Couple,0,true,6419 QQ 25
119941,33,F,462,En Couple,1,true,5927 FU 89
119959,35,M,925,En Couple,0,true,8667 GZ 77
119973,36,M,578,En Couple,4,true,5502 LR 21
119979,57,M,187,En Couple,0,true,639 DA 11
119981,71,M,444,En Couple,0,true,4229 BE 42
119987,30,M,515,En Couple,2,true,4606 EL 32
119995,52,F,557,En Couple,4,true,620 TN 58
120002,35,M,463,En Couple,3,true,9740 VY 29
120010,58,F,534,En Couple,1,true,3994 AK 73
120018,60,F,1173,En Couple,2,true,4167 JM 96
120019,22,M,551,En Couple,0,true,7071 DH 42
120035,34,M,1338,En Couple,3,true,7359 GV 84
120037,58,M,1348,En Couple,2,true,9381 ML 48
120048,59,M,453,En Couple,2,true,1150 WS 91
120053,21,M,922,En Couple,4,true,4100 ES 62
120056,56,F,897,En Couple,0,true,1421 HQ 21
120060,54,M,557,En Couple,0,true,8367 NJ 63
120067,36,M,531,En Couple,0,true,9950 ZU 62
120085,54,F,439,En Couple,0,true,6605 PE 17
120086,56,F,200,En Couple,2,true,8333 NW 48
120089,57,M,-1,En Couple,1,true,5120 ZJ 74
120095,29,M,578,En Couple,4,true,1530 DG 55
120098,31,M,438,En Couple,4,true,881 GD 60
120105,83,M,446,En Couple,2,true,967 UW 35
120113,46,M,1033,En Couple,2,true,7580 ZD 55
120120,73,M,576,En Couple,1,true,6195 CN 58
120129,61,M,431,En Couple,3,true,4825 DO 89
120133,24,F,409,En Couple,2,true,4518 FX 29
120138,74,F,1279,En Couple,0,true,758 UL 40
120143,23,M,176,En Couple,2,true,9271 RA 66
120145,27,F,489,En Couple,4,true,2194 DD 31
120150,64,F,563,En Couple,1,true,8853 IL 82
120151,52,M,776,En Couple,0,true,2865 RR 23
120165,75,M,410,En Couple,1,true,2979 EP 95
120168,48,F,511,En Couple,4,true,3077 ZO 39
120171,28,M,1359,En Couple,1,true,628 QM 71
120174,45,M,235,En Couple,1,true,3028 WP 10
120175,24,M,192,En Couple,4,true,1067 KJ 50
120183,22,M,799,En Couple,2,true,9605 JM 67
120188,26,M,1165,En Couple,4,true,8289 GB 83
120189,18,M,533,En Couple,0,true,3826 KQ 44
120191,82,M,402,En Couple,4,true,5833 AW 52
120221,30,M,1007,En Couple,0,true,5137 BJ 70
120230,20,M,597,En Couple,1,true,309 UP 42
120233,25,M,437,En Couple,0,true,9960 LB 27
120235,51,M,772,En Couple,1,true,7268 DF 75
120245,82,F,802,En Couple,1,true,8035 RS 21
120248,19,M,1257,En Couple,3,true,9902 GT 32
120249,24,M,476,En Couple,3,true,1561 ZO 60
120271,73,M,484,En Couple,0,true,2511 CD 15
120275,24,F,566,En Couple,2,true,7941 AQ 58
120281,55,F,480,En Couple,4,true,3788 VV 69
120284,43,M,589,En Couple,0,true,4299 KQ 64
120297,38,M,171,En Couple,1,true,3376 RR 46
120326,19,M,1305,En Couple,4,true,1401 SH 18
120330,83,M,1039,En Couple,3,true,9545 MU 55
120335,83,M,765,En Couple,2,true,7897 JQ 33
120338,44,F,517,En Couple,3,true,8670 PJ 66
120345,29,F,1132,En Couple,2,true,6767 WG 51
120347,36,M,1343,En Couple,4,true,2030 NM 44
120352,36,M,595,En Couple,2,true,1300 OR 12
120368,28,M,423,En Couple,1,true,1841 TR 16
120377,25,M,1012,En Couple,1,true,5887 PE 60
120382,66,M,416,En Couple,2,true,2871 IF 49
120389,49,F,472,En Couple,0,true,8581 DC 40
120395,41,M,499,En Couple,4,true,7274 TY 14
120423,47,M,595,En Couple,0,true,4694 IA 44
120424,56,M,519,En Couple,2,true,8192 AA 78
120427,73,M,440,En Couple,0,true,6465 QX 80
120441,54,M,164,En Couple,0,true,9496 HX 33
120452,42,M,1091,Marie(e),2,true,8735 OL 68
120453,24,M,548,En Couple,1,true,5286 ND 26
120463,40,M,403,En Couple,4,true,9021 SN 60
120468,44,M,243,En Couple,0,true,276 PK 67
120469,38,M,560,En Couple,0,true,8675 QQ 96
120473,55,M,215,En Couple,0,true,5539 KC 34
120478,42,F,412,En Couple,4,true,5325 AL 82
120486,35,M,170,En Couple,3,true,3160 EP 12
120487,52,F,499,En Couple,0,true,2098 FG 69
120488,56,F,932,En Couple,2,true,44 OB 46
120490,72,F,170,En Couple,3,true,92 MO 56
120497,18,F,405,En Couple,2,true,7298 FR 57
120509,31,M,188,En Couple,2,true,3536 ED 24
120521,67,F,507,En Couple,1,true,7874 AQ 53
120550,63,F,587,En Couple,2,true,7634 SV 45
120552,18,M,715,En Couple,3,true,1922 VD 80
120558,50,M,153,En Couple,2,true,1773 NI 97
120567,47,M,473,En Couple,4,true,4525 EW 22
120578,47,M,166,En Couple,0,true,3084 JW 52
120585,50,M,1332,En Couple,0,true,5183 LF 54
120607,61,M,449,En Couple,1,true,1245 MF 42
120609,21,F,175,En Couple,2,true,5731 CB 67
120618,28,M,437,En Couple,2,true,766 AY 44
120622,20,M,477,En Couple,3,true,8252 PY 27
120630,19,F,1237,En Couple,2,true,7817 PC 16
120665,57,M,247,En Couple,3,true,5076 AN 19
120670,41,F,?,En Couple,0,true,9719 IF 98
120692,25,F,843,En Couple,2,true,4579 RQ 33
120696,22,F,490,En Couple,3,true,7166 KQ 73
120707,36,F,904,En Couple,2,true,5844 ED 44
120731,44,F,591,En Couple,2,true,8242 UR 46
120735,22,M,184,En Couple,3,true,6093 CL 92
120737,49,M,974,En Couple,0,true,1302 HN 61
120738,65,F,217,En Couple,2,true,6911 HA 95
120747,42,F,492,En Couple,4,true,4878 XI 21
120766,44,M,559,En Couple,0,true,6523 UG 84
120778,23,F,170,En Couple,4,true,533 ZL 50
120781,78,M,186,En Couple,1,true,1098 WT 34
120782,62,F,511,En Couple,2,true,5084 FB 89
120783,19,M,447,En Couple,3,true,4957 TX 31
120784,74,F,210,En Couple,0,true,2082 DY 47
120785,26,M,1184,En Couple,0,true,3040 SD 75
120792,22,F,225,En Couple,4,true,7295 HZ 94
120796,54,M,853,En Couple,0,true,7818 LN 95
120799,26,M,718,En Couple,4,true,2157 LA 53
120802,22,M,954,En Couple,1,true,7079 ES 51
120804,47,M,1257,En Couple,4,true,1582 MF 86
120808,27,M,173,En Couple,3,true,5309 LB 64
120815,20,M,577,En Couple,1,true,9860 UQ 44
120816,35,M,576,En Couple,1,true,1126 AD 87
120828,59,M,207,En Couple,1,true,9602 TJ 38
120835,27,M,513,En Couple,0,true,2778 GD 13
120851,23,M,851,En Couple,0,true,1431 VT 25
120852,44,M,403,En Couple,3,true,7011 HX 92
120862,30,M,480,En Couple,2,true,3387 LA 78
120864,74,M,172,En Couple,1,true,1952 QO 57
120872,41,F,1200,En Couple,0,true,3508 IS 76
120878,26,M,425,En Couple,3,true,493 CP 48
120880,-1,M,973,En Couple,1,true,4417 FO 57
120881,73,M,159,En Couple,1,true,8656 PK 72
120887,53,M,468,En Couple,4,true,7837 VB 52
120897,24,M,953,En Couple,4,true,1003 IV 31
120898,22,M,403,En Couple,1,true,7076 VR 21
120904,26,F,201,En Couple,3,true,2914 CO 92
120907,48,M,493,En Couple,0,true,604 DP 88
120920,28,F,426,En Couple,0,true,8795 GT 49
120922,80,F,477,En Couple,2,true,9845 YS 78
120947,24,M,1085,En Couple,1,true,910 ER 22
120954,56,M,876,En Couple,2,true,8095 YJ 34
120964,45,M,514,En Couple,1,true,1552 QU 15
120967,48,M,1251,En Couple,2,true,4417 MW 42
120974,81,M,448,En Couple,0,true,3160 SW 75
120975,20,M,468,En Couple,2,true,6588 ZS 31
120977,24,M,187,En Couple,1,true,1265 QK 70
120981,55,M,199,En Couple,4,true,1893 QZ 23
120984,26,M,504,En Couple,1,true,9185 JZ 20
120987,42,F,455,En Couple,3,true,6941 KX 47
120988,27,M,198,En Couple,2,true,6461 OL 72
121002,56,M,224,En Couple,4,true,2465 JL 12
121007,65,F,1213,En Couple,2,true,5577 LY 43
121011,29,F,531,En Couple,2,true,2853 YB 71
121013,43,M,1175,En Couple,2,true,3075 NN 67
121015,72,M,150,En Couple,2,true,2233 MZ 82
121028,26,M,528,En Couple,4,true,7932 QG 26
121039,65,F,247,En Couple,0,true,3093 OF 80
121041,22,M,772,En Couple,0,true,7723 EP 68
121044,25,M,564,En Couple,4,true,3530 PT 93
121053,50,M,575,En Couple,1,true,7868 CU 10
121060,29,M,1357,En Couple,0,true,1955 VN 51
121068,48,M,480,En Couple,3,true,99 LI 51
121075,74,M,556,En Couple,0,true,6679 YY 46
121082,26,M,469,En Couple,1,true,2986 DB 94
121096,36,M,1060,En Couple,4,true,940 OS 39
121106,23,M,546,En Couple,3,true,9015 TN 38
121113,18,?,589,En Couple,3,true,574 GG 95
121120,20,F,441,En Couple,0,true,1974 IT 26
121122,21,M,208,En Couple,0,true,8151 SA 59
121123,30,M,597,En Couple,3,true,524 IC 82
121130,67,M,578,En Couple,4,true,6802 BA 11
121132,57,M,932,En Couple,4,true,1368 GX 87
121136,50,M,868,En Couple,4,true,9585 PJ 55
121143,57,M,828,En Couple,0,true,1917 KC 92
121150,79,F,836,En Couple,0,true,1112 BC 34
121152,66,M,211,En Couple,4,true,9838 VX 70
121153,76,F,176,En Couple,0,true,4028 WB 46
121162,40,F,556,En Couple,2,true,4207 IO 50
121167,27,M,160,En Couple,4,true,3669 LG 44
121178,53,F,455,En Couple,4,true,3709 CI 38
121187,53,F,178,En Couple,2,true,7651 QD 72
121207,49,F,248,En Couple,1,true,327 FW 91
121211,72,M,1392,En Couple,4,true,7624 PQ 78
121214,28,F,978,En Couple,3,true,5399 ML 60
121220,19,M,423,En Couple,2,true,5897 KI 31
121221,49,F,402,En Couple,2,true,9275 YV 42
121237,24,F,1061,En Couple,2,true,5671 LG 59
121240,57,M,897,En Couple,1,true,4314 IT 90
121250,71,M,739,En Couple,0,true,1433 AB 39
121254,59,M,507,En Couple,2,true,2132 AI 47
121255,57,M,470,En Couple,1,true,3125 FW 86
121256,18,M,1319,En Couple,4,true,9301 PD 74
121258,61,F,968,En Couple,1,true,1723 BT 57
121268,79,M,1067,En Couple,1,true,9773 QI 10
121271,32,M,423,En Couple,0,true,5546 AB 82
121272,28,M,1161,Marie(e),1,true,3650 NT 78
121278,18,F,502,En Couple,1,true,1089 RA 84
121293,20,M,568,En Couple,2,true,2963 WH 30
121297,52,F,408,En Couple,2,true,5526 TB 85
121303,37,M,1020,En Couple,3,true,4361 VY 81
121304,34,M,587,En Couple,0,true,5217 FV 53
121309,29,M,1125,En Couple,2,true,3970 XE 19
121336,41,M,233,En Couple,2,true,8726 XS 88
121360,77,M,964,En Couple,1,true,4681 MA 85
121361,30,M,160,En Couple,0,true,5665 TN 97
121379,35,F,791,En Couple,2,true,7284 BA 27
121383,47,M,778,En Couple,1,true,5373 CP 82
121393,56,M,1182,En Couple,0,true,2797 IE 78
121397,45,M,749,En Couple,2,true,9951 HT 36
121399,42,M,1222,En Couple,1,true,5742 OH 17
121402,60,F,196,En Couple,2,true,5754 GV 27
121408,44,M,585,En Couple,1,true,8728 ZM 19
121411,49,F,216,En Couple,0,true,5092 BK 50
121412,47,M,802,En Couple,4,true,2896 JA 33
121414,59,M,532,En Couple,0,true,5121 OU 50
121416,64,M,173,En Couple,4,true,9056 IE 81
121422,42,M,192,En Couple,0,true,2292 EU 14
121456,78,F,556,En Couple,0,true,2118 NS 10
121458,75,M,432,En Couple,0,true,9829 QR 62
121459,31,M,560,En Couple,2,true,9570 CE 48
121469,39,F,1029,En Couple,0,true,2997 QY 50
121495,39,M,468,En Couple,1,true,8165 FW 73
121517,32,F,1323,En Couple,2,true,7862 EH 79
121518,20,F,478,En Couple,2,true,6475 VG 56
121521,32,M,1076,En Couple,2,true,5932 AF 13
121522,39,F,440,En Couple,2,true,2690 YW 91
121525,70,F,508,En Couple,1,true,8829 WA 38
121558,74,F,435,En Couple,2,true,6299 EQ 37
121562,18,M,450,En Couple,1,true,9862 GB 97
121569,52,M,596,En Couple,2,true,5588 JE 71
121577,59,F,403,En Couple,0,true,1112 QP 95
121578,29,F,513,En Couple,1,true,2577 WQ 89
121584,65,F,480,En Couple,0,true,8158 FU 68
121588,35,M,1240,En Couple,4,true,8450 UA 32
121593,32,M,1022,En Couple,0,true,8505 VX 84
121606,59,M,890,En Couple,3,true,7032 ZQ 22
121610,41,M,208,En Couple,4,true,953 PX 10
121623,22,M,486,En Couple,3,true,1263 WW 95
121624,60,M,185,En Couple,1,true,3115 IX 51
121635,35,M,523,En Couple,4,true,3692 IP 29
121641,49,F,508,En Couple,4,true,9377 SX 19
121646,27,M,537,En Couple,0,true,2543 BY 36
121648,54,M,186,En Couple,0,true,3553 YF 15
121663,29,M,435,En Couple,2,true,2625 HR 88
121671,26,M,457,En Couple,1,true,49 DA 96
121675,32,M,216,En Couple,0,true,7255 DG 91
121682,49,M,987,En Couple,3,true,7612 MM 86
121684,38,M,462,En Couple,1,true,5601 TC 86
121690,55,M,599,En Couple,0,true,2654 RV 74
121703,56,M,576,En Couple,2,true,4398 ET 68
121719,57,M,474,En Couple,0,true,4935 WW 31
121731,37,M,571,En Couple,4,true,6996 WX 34
121735,27,F,1189,En Couple,4,true,2553 RW 66
121740,72,M,550,En Couple,1,true,8268 XV 23
121752,20,M,212,En Couple,0,true,8012 CR 69
121763,19,M,1109,En Couple,1,true,8436 VX 59
121769,59,F,411,En Couple,0,true,3762 BO 50
121770,29,M,521,En Couple,0,true,6144 SU 50
121776,52,M,491,En Couple,0,true,5013 MY 43
121786,35,M,520,En Couple,4,true,1204 CN 13
121793,52,F,204,En Couple,2,true,5881 CY 44
121798,29,M,513,En Couple,2,true,8617 HP 74
121799,57,F,546,En Couple,3,true,6826 MD 97
121816,48,M,868,En Couple,0,true,547 YR 33
121826,39,M,482,En Couple,1,true,4636 BO 62
121827,43,F,480,En Couple,1,true,4255 TO 91
121830,27,M,243,En Couple,1,true,7133 LG 14
121841, ,F,524,En Couple,3,true,7458 VY 93
121842,68,M,844,En Couple,1,true,1768 MI 30
121852,59,M,427,En Couple,1,true,4720 GZ 63
121857,28,M,574,En Couple,2,true,5718 BZ 49
121890,39,M,155,En Couple,0,true,9566 CM 81
121897,55,M,1163,En Couple,1,true,5035 NY 87
121904,55,M,443,En Couple,1,true,5953 AO 21
121923,56,F,769,En Couple,1,true,300 FF 20
121925,34,M,523,En Couple,0,true,4592 JA 85
121936,22,M,1202,En Couple,1,true,8633 UG 75
121948,72,M,433,En Couple,3,true,9072 NF 66
121953,39,M,1239,En Couple,0,true,7431 JE 35
121965,19,F,499,En Couple,0,true,994 SD 64
121969,80,M,219,En Couple,1,true,1805 YD 43
121982,48,M,530,En Couple,1,true,9024 JD 94
121996,21,F,451,En Couple,1,true,4914 JD 89
122001,55,M,456,En Couple,2,true,8172 NI 15
122003,24,M,216,En Couple,3,true,2842 VG 49
122004,46,F,596,En Couple,1,true,851 JS 30
122006,26,M,553,En Couple,1,true,1403 GG 23
122032,50,M,191,En Couple,2,true,7173 SL 46
122035,23,F,1068,En Couple,3,true,701 OW 56
122046,32,M,176,En Couple,2,true,2865 IC 60
122053,43,M,232,En Couple,4,true,6412 LW 31
122054,25,F,456,En Couple,3,true,545 XE 55
122060,23,F,746,En Couple,4,true,9168 QD 98
122068,39,F,587,En Couple,0,true,6853 HZ 66
122070,65,M,404,En Couple,1,true,9694 ZI 33
122097,37,F,239,En Couple,2,true,4576 UW 82
122114,49,M,1074,En Couple,4,true,915 AQ 91
122118,19,F,191,En Couple,2,true,1208 NC 56
122150,23,M,441,En Couple,2,true,4621 GI 60
122161,26,F,1244,En Couple,1,true,2641 RN 94
122171,22,F,587,En Couple,0,true,7871 WU 58
122181,18,M,508,En Couple,4,true,9199 PX 92
122182,24,M,429,En Couple,3,true,153 WB 12
122184,44,M,207,En Couple,4,true,2837 MK 68
122186,48,F,998,En Couple,2,true,5624 HY 45
122187,40,F,1247,En Couple,3,true,5273 RI 87
122198,34,M,517,En Couple,2,true,7363 LE 50
122214,18,M,485,En Couple,2,true,2939 YN 37
122233,58,M,469,En Couple,1,true,9754 KT 95
122240,81,M,1260,En Couple,0,true,2874 XO 93
122241,73,F,1067,En Couple,4,true,1527 UN 65
122247,25,M,1261,En Couple,0,true,4318 WC 88
122253,21,M,536,En Couple,4,true,5625 AW 74
122262,35,M,169,En Couple,4,true,1589 UY 88
122274,29,M,493,En Couple,1,true,3198 NA 87
122285,43,M,539,En Couple,2,true,4895 OW 34
122289,45,M,582,En Couple,4,true,1456 BW 16
122291,22,M,547,En Couple,1,true,5183 TT 67
122299,25,M,1277,En Couple,2,true,770 XQ 81
122308,52,M,401,En Couple,1,true,4494 RX 45
122316,78,F,525,En Couple,4,true,509 UV 38
122324,26,F,547,En Couple,3,true,5711 OP 89
122326,62,M,164,En Couple,4,true,3072 PI 44
122328,43,M,544,En Couple,0,true,2709 KZ 86
122339,20,M,564,En Couple,4,true,5934 NN 71
122340,65,M,1150,En Couple,0,true,1082 GX 28
122350,73,M,242,En Couple,1,true,9082 TP 53
122354,18,M,494,En Couple,1,true,1143 ZB 80
122385,63,M,243,Marie(e),4,true,5340 UU 53
122405,35,M,554,En Couple,1,true,7180 BU 23
122422,20,F,191,En Couple,4,true,5130 IF 97
122427,35,F,879,En Couple,1,true,862 AS 78
122430,23,F,167,En Couple,2,true,1950 ZM 12
122432,56,F,151,En Couple,0,true,4336 UC 34
122433,42,M,491,En Couple,2,true,9183 QC 68
122434,48,M,428,En Couple,1,true,9292 FH 29
122442,61,M,884,En Couple,2,true,2454 BW 42
122459,51,M,1013,En Couple,4,true,3029 HQ 61
122463,23,M,440,En Couple,2,true,9938 CS 37
122464,20,M,552,En Couple,2,true,8947 RU 88
122481,25,M,154,En Couple,0,true,3978 IC 53
122483,44,M,468,En Couple,1,true,5097 OC 66
122497,20,F,599,En Couple,1,true,7776 KT 30
122508,49,F,512,En Couple,1,true,5741 YQ 94
122516,64,M,210,En Couple,1,true,8488 OL 25
122518,65,M,1180,En Couple,2,true,6174 SA 43
122522,32,M,506,En Couple,1,true,930 JC 77
122525,44,F,827,En Couple,0,true,2832 AU 70
122535,59,F,927,En Couple,2,true,405 PP 42
122559,58,M,243,En Couple,2,true,5812 FH 55
122563,33,M,514,En Couple,0,true,966 GE 56
122564,29,M,228,En Couple,2,true,4127 BT 93
122592,30,M,496,En Couple,2,true,2110 EN 95
122621,32,M,443,En Couple,2,true,5087 MF 35
122635,22,M,584,En Couple,3,true,8993 HZ 12
122636,45,M,480,En Couple,0,true,3955 FC 25
122657,42,M,509,En Couple,3,true,8985 AP 83
122667,43,M,1055,En Couple,4,true,1887 DR 39
122683,73,M,1307,En Couple,2,true,6733 MR 25
122700,23,M,176,En Couple,4,true,9926 YL 29
122705,27,F,1130,En Couple,2,true,7292 GZ 91
122708,83,M,523,En Couple,3,true,5659 IW 42
122713,73,M,502,En Couple,2,true,6065 QH 18
122722,30,F,711,En Couple,4,true,7547 HA 52
122731,53,F,865,En Couple,0,true,7317 YK 96
122732,21,M,496,En Couple,1,true,7585 CD 52
122752,47,M,1080,En Couple,2,true,7934 TW 93
122756,26,M,442,En Couple,3,true,5420 CR 55
122784,47,M,441,Marie(e),1,true,481 SK 75
122790,30,M,461,En Couple,0,true,1227 LT 13
122794,29,M,1063,En Couple,1,true,9033 TF 41
122801,38,M,492,En Couple,0,true,9086 DE 54
122810,48,M,1175,En Couple,4,true,1349 BY 76
122812,71,F,497,En Couple,2,true,4757 HG 42
122813,60,M,203,En Couple,0,true,2788 XO 39
122814,52,M,514,En Couple,4,true,4082 OT 53
122824,66,M,511,En Couple,1,true,6427 DN 74
122825,35,F,476,En Couple,0,true,3805 LQ 30
122834,20,M,1298,En Couple,4,true,7699 AL 91
122836,34,F,502,En Couple,4,true,9332 XI 68
122841,30,M,445,?,4,true,6297 AD 31
122854,51,M,509,En Couple,1,true,9644 MD 60
122862,28,M,1222,En Couple,3,true,9596 AN 73
122863,38,M,154,En Couple,0,true,1631 UW 41
122876,71,M,804,Marie(e),2,true,1422 AR 88
122884,51,M,426,En Couple,4,true,2012 WO 11
122885,26,M,1343,En Couple,2,true,342 VG 44
122898,37,M,529,En Couple,0,true,7279 WT 39
122904,54,M,1127,En Couple,3,true,2984 PS 14
122906,21,M,178,En Couple,2,true,2182 TH 59
122929,28,M,430,En Couple,4,true,3077 WA 95
122930,?,F,583,En Couple,1,true,7918 BG 92
122937,22,F,873,Marie(e),1,true,9011 AQ 58
122945,27,F,195,En Couple,3,true,4432 YW 72
122955,75,M,955,En Couple,3,true,6819 BR 50
122959,56,F,229,En Couple,4,true,1816 UI 10
122967,70,M,595,En Couple,3,true,8466 SH 52
122981,36,F,153,En Couple,3,true,9990 QZ 47
122982,54,M,527,En Couple,2,true,1022 TA 86
122990,48,M,436,En Couple,0,true,1620 QE 88
122999,59,M,556,Marie(e),3,true,3569 RE 87
123004,27,F,544,En Couple,0,true,9424 CF 75
123009,52,F,1378,En Couple,4,true,4001 ZQ 15
123031,40,M,1249,En Couple,4,true,3776 QK 30
123037,41,F,552,En Couple,4,true,7485 KQ 15
123049,26,M,582,En Couple,4,true,9603 TI 76
123059,46,M,463,En Couple,3,true,9397 GM 90
123071,22,M,738,En Couple,3,true,1390 AB 91
123082,40,F,412,En Couple,3,true,2214 QE 24
123092,79,M,581,En Couple,1,true,3775 CQ 21
123093,51,M,566,En Couple,1,true,312 PQ 19
123097,67,M,191,En Couple,0,true,1841 BA 60
123101,59,M,535,En Couple,1,true,8797 KW 98
123108,48,M,448,En Couple,0,true,5815 BO 95
123115,49,M,874,En Couple,2,true,2876 EE 18
123120,26,M,1248,En Couple,1,true,4271 ZU 47
123124,48,M,215,En Couple,1,true,2377 OH 51
123137,23,F,501,En Couple,1,true,8290 UC 17
123148,38,M,443,En Couple,0,true,8238 MB 76
123156,73,M,945,En Couple,3,true,2570 KI 30
123157,45,M,549,En Couple,4,true,3195 DC 60
123201,66,M,183,En Couple,1,true,9745 BV 66
123206,47,M,846,En Couple,0,true,1144 XH 63
123219,35,M,552,En Couple,0,true,2013 NW 97
123245,42,M,779,En Couple,2,true,963 LS 65
123259,47,M,571,En Couple,0,true,9535 BA 84
123265,31,M,470,En Couple,0,true,4314 PY 72
123269,50,M,408,En Couple,0,true,4437 KH 31
123272,56,M,1298,En Couple,1,true,6376 DI 73
123279,28,M,595,En Couple,0,true,2759 JA 41
123281,75,M,511,En Couple,0,true,7113 TR 45
123282,27,F,427,En Couple,1,true,1239 KK 97
123285,62,M,840,En Couple,0,true,4672 CB 33
123286,35,F,232,En Couple,1,true,8940 CD 14
123288,38,M,531,En Couple,1,true,8610 LA 74
123294,53,M,419,En Couple,0,true,3815 XI 18
123296,36,M,557,En Couple,4,true,5613 MI 69
123299,66,F,1322,En Couple,0,true,9923 ZM 76
123304,42,M,470,En Couple,0,true,5949 OP 73
123306,69,M,941,En Couple,0,true,8846 WK 10
123311,41,F,420,En Couple,3,true,5080 HK 71
123316,39,M,158,En Couple,2,true,4449 DW 13
123319,30,M,490,En Couple,2,true,5805 AB 39
123323,26,M,1262,En Couple,2,true,9726 TU 84
123327,51,F,1335,En Couple,2,true,908 YB 73
123328,57,F,568,En Couple,3,true,9231 XG 85
123334,37,M,444,En Couple,1,true,2520 AS 73
123356,18,F,996,En Couple,1,true,6549 FM 34
123362,41,M,985,En Couple,4,true,5516 JS 21
123365,55,M,188,En Couple,0,true,5567 PY 54
123367,53,F,1151,En Couple,1,true,6023 HL 13
123379,42,M,525,En Couple,2,true,3040 HI 73
123380,82,F,422,En Couple,1,true,3176 IJ 91
123388,34,M,541,En Couple,3,true,7989 WU 18
123397,37,F,576,En Couple,4,true,9268 EN 67
123400,68,M,565,En Couple,2,true,4788 YT 90
123438,19,M,862,Marie(e),0,true,3109 LZ 70
123442,50,F,197,En Couple,4,true,3789 GL 18
123444,21,F,430,En Couple,0,true,8216 KA 88
123461,28,M,450,En Couple,3,true,3083 KS 64
123462,57,F,485,En Couple,2,true,4128 BO 30
123466,38,F,424,En Couple,0,true,847 DH 54
123468,26,M,1100,En Couple,3,true,5710 LF 11
123485,47,F,1160,En Couple,4,true,402 NX 34
123486,46,F,178,En Couple,2,true,1065 GG 16
123493,47,F,1095,En Couple,0,true,4188 XG 12
123519,83,M,1307,En Couple,2,true,4143 HP 52
123535,75,F,203,En Couple,1,true,6486 SU 41
123540,52,M,501,?,1,true,962 WF 64
123547,27,M,167,En Couple,2,true,138 SP 29
123548,47,M,575,En Couple,1,true,9704 LT 64
123566,24,F,473,En Couple,3,true,2145 CB 21
123567,19,F,182,En Couple,1,true,443 QY 89
123569,20,F,1191,En Couple,1,true,418 MJ 57
123578,43,F,503,En Couple,4,true,2562 QD 80
123579,59,M,174,En Couple,4,true,3885 BJ 90
123581,26,M,492,En Couple,4,true,6458 IX 42
123582,19,M,593,En Couple,1,true,6882 JJ 16
123588,31,M,163,En Couple,4,true,6529 EX 98
123597,43,M,548,En Couple,1,true,1904 DK 91
123611,66,F,540,En Couple,0,true,9710 SY 13
123625,22,F,592,En Couple,3,true,3461 EU 63
123626,31,M,511,En Couple,0,true,8515 UR 27
123643,59,M,530,En Couple,4,true,2174 OD 49
123645,82,M,1078,En Couple,3,true,1176 LK 10
