Age,Taux,Enfants à charge,seconde_voiture
49,955,2,false
35,208,4,false
23,0,3,true
22,490,2,true
33,1217,4,false
35,1303,1,false
67,593,0,false
57,588,0,false
18,441,0,false
40,1285,4,false
29,1199,2,false
46,858,0,false
74,410,1,false
19,1333,2,false
20,216,3,false
56,428,4,false
46,435,0,false
36,184,4,false
18,1342,0,false
52,489,3,true
39,594,2,false
56,1182,2,false
41,543,0,false
66,1317,3,false
29,1327,0,false
23,544,0,false
32,531,0,true
50,168,4,true
23,1013,0,true
65,1273,0,false
33,723,3,false
39,493,0,false
38,430,0,false
18,709,2,true
58,477,2,false
75,180,3,true
31,243,4,false
19,213,0,false
24,878,0,false
22,729,4,false
78,927,1,false
33,767,0,false
20,719,1,false
40,1070,0,false
57,433,0,false
22,1126,0,false
29,518,0,false
47,411,0,false
48,225,0,false
70,1201,3,false
22,518,4,true
64,493,1,false
53,503,0,false
54,444,0,false
43,962,1,false
32,523,3,false
44,410,0,false
30,808,4,false
58,424,1,false
43,562,1,false
26,495,0,false
28,1131,3,false
19,563,4,false
47,179,1,false
83,413,4,false
28,159,0,false
21,1332,0,true
59,514,0,false
73,817,0,false
28,558,0,false
58,458,0,false
37,703,0,false
26,548,0,false
40,1229,0,false
74,477,2,true
30,173,1,false
48,513,3,false
23,1105,1,false
29,1254,0,false
25,483,0,false
59,1148,1,false
40,1291,0,false
20,540,1,false
26,735,0,false
52,234,3,true
40,1349,0,false
33,213,0,false
44,1336,0,false
59,1142,3,false
53,428,2,false
45,464,4,false
55,436,0,false
 ,927,4,true
31,492,2,false
33,571,1,false
23,512,1,false
57,995,0,false
35,462,0,false
25,224,1,false
48,527,0,false
24,406,3,false
21,489,0,false
56,243,4,false
69,207,3,false
26,593,0,true
47,489,0,false
43,495,2,true
36,443,0,false
31,427,2,false
61,592,0,false
26,197,0,false
44,780,0,false
28,721,3,false
52,1371,2,false
27,887,1,false
62,1075,4,false
72,819,2,false
34,568,0,false
47,467,2,true
40,162,0,false
25,585,0,false
49,1204,3,false
52,520,0,false
74,1132,3,false
25,156,4,false
58,788,0,false
20,823,1,false
56,431,0,false
25,909,0,false
28,406,1,false
18,963,1,false
25,211,4,false
22,460,3,false
58,1000,0,false
65,545,1,false
57,410,0,true
24,472,2,true
34,166,2,false
20,573,0,false
30,484,0,false
30,241,1,false
18,228,3,false
40,418,4,true
36,1382,0,false
27,1280,0,false
50,434,0,false
25,589,2,false
60,707,0,false
32,525,0,false
52,199,0,false
44,419,2,false
29,426,1,true
55,1213,0,false
72,1162,2,false
35,524,0,false
46,578,1,false
81,513,3,true
69,524,3,false
54,544,1,false
49,560,0,false
58,794,0,false
78,726,0,false
80,1109,0,false
75,417,0,false
76,404,4,false
43,929,0,false
59,537,1,false
48,856,2,false
36,418,0,false
59,194,0,false
26,411,2,false
77,486,2,false
48,943,0,false
45,1388,2,false
49,169,0,false
22,543,0,false
23,891,1,false
44,815,1,false
48,206,0,false
27,1395,0,false
59,413,0,false
20,1100,2,true
54,1308,0,false
43,535,0,false
67,518,0,false
27,776,0,false
59,593,0,false
45,585,0,true
49,501,4,true
56,517,0,false
48,478,0,false
40,1088,0,false
52,888,0,false
66,226,4,true
79,163,1,false
31,446,0,false
71,214,1,false
32,429,3,false
27,213,3,true
45,211,1,false
47,534,2,false
39,466,0,false
43,165,0,false
25,462,0,false
57,573,1,false
70,1308,0,false
56,407,1,false
61,515,2,false
84,444,0,false
48,872,0,false
50,1356,0,false
40,524,1,true
32,515,1,true
28,155,2,false
53,530,1,false
59,195,1,false
26,433,0,false
21,947,0,false
42,150,0,false
32,508,2,false
71,563,0,false
25,485,0,false
18,570,4,false
28,1281,2,false
44,207,3,false
18,884,0,false
78,856,0,false
29,1177,0,false
28,427,0,false
56,498,0,false
49,407,2,false
52,197,3,false
29,480,3,false
47,899,1,false
58,847,4,false
37,1092,0,false
40,240,0,false
48,1314,1,false
25,449,0,0
55,991,0,false
56,518,0,false
32,487,4,false
62,500,0,false
22,215,0,false
58,872,0,true
61,245,0,false
51,199,2,false
42,1342,0,false
24,1023,2,false
26,444,2,false
20,544,3,false
65,218,0,false
81,196,0,false
38,430,0,false
28,1004,4,false
20,567,2,true
24,408,0,false
21,582,1,false
48,556,2,false
50,1370,0,false
83,401,2,true
55,1030,1,false
45,1358,2,true
79,1009,0,false
29,569,0,false
35,419,0,false
42,546,0,false
36,1096,1,false
66,484,4,false
44,157,0,false
29,483,2,true
25,526,4,false
46,195,0,false
25,429,0,false
33,590,3,false
33,209,2,false
32,429,2,true
27,573,0,false
21,219,0,false
36,973,3,false
68,1354,0,false
82,439,2,false
18,1211,1,false
30,910,3,false
42,182,0,false
40,1092,4,false
30,441,2,false
47,408,0,true
52,434,2,true
43,214,2,false
41,534,2,false
56,449,0,false
37,596,3,false
55,595,2,false
55,893,1,false
19,472,0,false
24,924,0,false
22,1015,0,false
28,439,1,false
59,473,1,false
39,468,4,true
48,598,0,false
48,1382,0,false
54,1215,0,false
47,570,0,false
55,249,0,false
28,1096,1,false
43,858,1,false
45,1177,0,false
65,178,3,false
28,435,1,false
37,433,3,false
48,1318,3,false
29,427,0,false
52,468,3,false
78,826,0,false
23,903,3,false
35,513,4,false
42,505,0,false
41,224,1,false
62,438,2,false
76,218,2,false
66,1126,4,false
76,452,0,false
35,478,2,false
28,484,2,false
31,1115,2,false
74,466,0,false
78,588,2,false
25,591,0,false
81,492,0,false
29,781,4,false
48,1314,0,false
27,1352,3,false
40,555,2,false
21,566,0,false
40,402,1,false
26,448,3,false
65,497,1,false
22,502,4,true
49,234,2,false
20,443,0,false
58,511,2,true
35,201,4,false
38,185,0,false
44,434,0,false
52,594,0,false
24,455,1,false
30,542,4,false
78,903,0,false
19,538,0,false
59,486,0,false
31,495,0,false
24,532,0,false
18,467,0,false
43,476,0,false
70,719,3,false
34,212,1,true
43,541,0,false
58,489,2,true
44,536,1,false
67,576,4,false
52,413,1,false
52,222,0,false
29,444,0,false
20,1227,0,false
71,1329,0,false
43,403,2,false
18,921,1,false
59,242,0,false
79,-1,2,true
54,1312,0,false
26,534,4,false
71,835,1,false
41,239,3,false
37,479,0,false
46,177,0,false
50,879,2,true
29,1270,1,true
40,984,0,false
44,449,2, 
43,1005,0,false
48,232,3,false
52,433,4,true
38,758,3,true
77,176,0,false
52,498,0,false
49,214,0,false
72,597,0,false
39,1114,0,false
41,476,1,false
56,599,3,true
27,429,0,false
31,160,0,false
29,767,1,false
20,765,3,false
84,160,2,false
32,593,4,false
33,800,2,false
22,1356,4,false
36,505,1,false
18,1183,2,false
40,1241,2,false
25,484,4,true
20,789,0,false
44,1203,3,false
26,208,3,false
25,429,4,false
40,1078,4,true
33,233,1,false
59,244,0,false
57,544,2,true
25,463,0,false
28,520,2,false
32,512,2,false
36,1363,1,false
20,166,0,true
52,444,0,false
64,778,1,false
21,152,0,false
74,185,1,false
34,243,0,true
43,509,3,false
33,482,0,false
19,564,0,false
48,560,3,false
53,419,4,false
59,240,4,false
70,157,0,false
44,237,0,false
59,492,4,false
21,192,4,false
51,543,3,false
22,179,0,false
78,418,3,true
60,176,1,false
43,557,1,false
19,417,0,false
22,1269,2,false
44,574,3,false
48,1149,3,false
55,1313,0,false
46,1314,0,false
55,859,4,false
44,1138,2,false
47,1255,0,false
19,535,0,false
68,866,4,false
75,573,0,false
61,598,0,false
26,1019,0,false
20,1390,0,false
43,553,4,true
21,706,0,false
48,533,4,false
22,716,0,false
37,1374,0,false
53,544,2,false
24,468,2,false
27,1050,1,false
45,563,0,false
42,156,3,false
72,425,0,false
63,227,0,false
64,551,1,false
51,1221,0,false
29,171,0,false
53,216,0,false
41,198,4,false
21,550,0,true
73,1026,4,false
67,219,2,false
25,205,0,false
19,412,0,false
74,161,4,false
67,554,1,true
37,230,0,false
50,182,4,false
26,496,1,false
27,508,4,true
39,589,0,false
20,496,0,false
54,1312,2,false
18,190,0,true
33,441,0,false
83,452,1,false
46,473,1,true
38,209,1,true
67,965,3,true
28,490,0,false
23,413,0,false
29,589,1,true
32,529,0,false
68,570,0,false
63,1080,1,false
29,568,0,false
23,225,4,false
31,558,3,false
38,542,0,false
26,1116,0,false
36,528,2,false
49,192,2,false
28,465,0,false
58,477,3,true
18,480,1,false
33,474,0,false
53,1042,0,false
31,739,1,false
18,585,3,false
22,555,0,false
35,405,0,false
78,440,4,false
27,434,0,false
18,479,2,false
42,579,1,false
49,589,1,false
44,432,0,false
20,208,0,false
20,474,0,false
42,1262,1,false
59,157,1,false
65,512,0,false
25,222,3,false
23,228,0,false
30,505,1,false
31,476,0,false
83,1026,2,false
42,422,0,false
29,467,1,false
33,451,0,false
58,509,0,false
33,248,0,false
36,706,0,false
45,401,4,true
45,410,3,false
48,471,0,false
38,189,0,false
49,744,0,false
50,1340,0,false
21,1069,0,false
73,598,0,false
 ,1268,0,false
27,401,0,false
84,575,2,false
35,580,0,false
41,559,3,true
33,179,4,false
29,517,0,false
36,450,0,true
37,1369,0,false
57,954,3,true
42,702,0,false
33,442,4,false
24,1099,1,true
36,403,0,false
58,524,1,false
47,860,0,false
35,578,1,false
23,560,1,false
57,445,0,false
75,939,2,false
64,751,3,true
35,497,0,false
36,1182,3,false
41,504,1,false
45,420,1,false
56,159,1,false
48,517,2,false
54,486,3,false
34,195,4,false
40,195,3,false
38,201,2,false
50,176,0,false
22,564,0,false
70,735,0,false
23,555,2,false
57,493,0,false
26,223,2,false
55,1198,3,false
31,-1,2,false
32,231,0,false
46,196,3,false
25,1086,0,false
24,168,4,false
45,1089,0,false
75,872,0,false
40,820,0,false
52,1079,0,false
24,425,0,true
53,492,2,false
32,482,0,false
57,516,3,false
24,860,1,false
64,419,0,false
40,1082,0,false
19,866,0,false
60,163,0,true
74,788,1,false
23,443,0,true
37,1286,0,false
69,217,0,false
31,528,0,false
20,1359,0,false
30,451,1,false
28,1120,4,false
21,219,1,false
40,533,0,false
59,403,2,true
22,229,0,false
56,554,1,false
47,209,0,true
62,155,1,true
34,983,3,false
22,237,2,false
27,821,1,false
42,437,0,false
73,1225,1,false
65,193,4,false
18,1138,0,false
24,434,3,false
49,420,4,true
28,578,0,false
39,178,0,false
38,733,0,false
22,1399,4,false
26,538,0,false
52,236,0,false
27,1331,2,false
26,558,3,false
76,1259,2,false
21,179,0,false
25,584,4,true
41,490,0,false
50,785,0,false
35,517,4,false
25,510,3,false
48,231,2,false
74,186,0,false
21,435,4,false
43,508,2,false
39,513,0,false
41,1319,1,false
26,444,0,false
54,499,2,true
20,1300,1,false
34,881,0,false
50,1288,3,false
46,241,4,false
59,591,0,false
69,1116,2,false
51,826,0,false
40,495,1,false
44,532,4,false
49,1333,0,false
53,547,0,false
48,990,1,false
18,205,0,false
19,1007,4,false
81,524,4,false
23,548,0,false
59,1396,1,true
41,417,4,false
31,487,3,true
37,427,0,false
81,1366,0,false
42,229,0,true
51,995,0,false
42,417,3,false
34,1283,1,false
33,765,2,false
26,225,0,false
26,465,2,false
31,1293,2,true
48,1225,1,true
24,1105,0,false
31,870,4,false
55,1323,0,false
32,415,2,false
47,830,4,false
45,174,2,false
27,434,0,false
50,445,1,false
54,413,1,false
22,531,0,false
19,517,2,false
55,402,0,false
84,241,1,false
30,239,0,false
72,439, ,false
84,520,1,false
44,840,0,false
52,1134,0,false
45,223,2,false
78,591,0,false
33,1141,2,false
56,438,0,true
28,168,0,false
33,1248,1,true
84,1163,0,false
31,204,0,false
59,1362,0,false
44,987,0,false
50,1192,0,false
20,472,1,true
33,180,1,true
59,1067,-1,false
59,547,4,false
20,483,0,false
59,481,1,false
38,459,3,false
44,188,0,false
40,207,4,false
81,442,1,false
25,1343,0,false
22,499,3,false
41,746,0,false
35,1380,0,false
39,548,0,false
64,582,2,false
77,492,0,false
71,1213,3,true
43,422,0,false
49,155,0,false
35,414,1,false
55,502,2,false
57,514,3,false
49,821,0,false
37,1020,3,false
53,156,2,false
45,1252,0,false
47,235,1,false
70,567,4,true
71,493,1,false
58,458,0,false
25,211,4,true
59,879,2,false
46,596,1,false
47,1228,3,false
33,887,3,false
82,1308,0,false
51,1244,2,false
48,434,0,false
44,416,0,false
44,207,0,false
55,761,0,false
74,415,1,true
27,557,0,false
59,519,1,true
52,416,0,false
28,502,0,false
26,846,0,false
41,545,0,false
45,176,3,false
40,227,4,true
34,1193,3,false
45,472,0,false
35,1209,0,false
44,457,0,false
49,1398,2,true
25,515,0,false
83,224,1,false
65,720,0,false
41,406,0,false
38,487,0,false
24,583,0,false
27,496,0,false
56,565,0,false
58,437,3,false
66,210,0,false
35,470,4,false
75,1281,3,false
45,515,0,false
39,535,0,false
48,479,0,false
25,557,0,false
35,177,0,false
48,504,2,true
58,562,0,true
81,192,3,false
57,238,4,true
26,164,2,false
77,1134,0,false
61,454,0,false
45,162,0,false
58,725,0,false
82,516,3,false
33,595,0,false
40,426,2,false
41,408,1,false
29,895,4,true
55,1030,2,false
24,598,3,true
52,701,0,false
26,227,0,false
57,1209,1,false
26,423,0,false
42,1043,4,false
35,571,3,false
39,244,0,false
55,499,3,false
34,418,4,false
30,571,0,false
20,535,4,false
29,555,1,false
31,590,2,false
26,526,0,true
30,783,0,false
53,422,2,false
72,488,0,false
52,473,0,false
80,467,0,false
34,239,2,true
24,438,4,false
21,172,2,false
55,409,1,true
26,1175,0,false
19,1112,1,false
57,447,2,false
83,531,0,false
32,593,2,false
39,701,0,false
60,474,3,false
32,481,0,false
54,577,4,false
44,433,3,true
19,569,0,false
56,775,-1,false
55,508,1,false
56,1369,0,false
49,493,1,false
51,489,0,false
50,548,3,false
41,218,0,false
20,521,2,false
19,180,4,false
42,550,2,false
26,473,0,false
19,593,2,false
45,526,0,false
75,550,4,false
33,224,1,true
22,1214,0,false
49,478,1,true
50,229,0,false
83,558,0,false
84,534,3,false
62,171,3,true
71,222,3,false
82,597,0,false
64,405,0,false
29,196,0,false
46,803,0,false
27,1075,3,false
19,413,3,false
25,885,3,false
69,508,4,false
26,451,3,false
44,832,2,true
26,575,0,false
27,155,0,false
28,1010,2,false
18,490,0,false
28,743,0,false
42,572,3,false
46,1188,0,false
30,-1,0,false
24,170,3,false
43,499,4,false
37,156,3,false
56,536,1,false
20,1307,0,false
27,940,1,false
50,1174,3,false
22,465,2,false
74,564,4,false
36,238,0,false
72,1179,2,false
19,489,0,false
74,153,0,false
29,1366,0,false
52,447,0,false
51,577,0,false
71,528,2,false
65,436,1,false
23,221,2,false
23,532,0,false
54,186,4,false
20,1054,2,false
19,520,0,false
50,406,2,false
61,516,0,false
47,222,0,false
18,193,0,true
52,1338,4,true
31,1201,0,false
25,172,0,false
50,745,0,false
23,176,4,true
29,594,2,true
50,167,0,false
83,176,0,false
25,474,0,false
19,479,4,false
42,437,0,true
52,845,3,false
60,244,3,false
47,481,0,false
56,460,2,true
39,848,0,false
55,463,0,false
24,461,3,false
80,410,0,false
50,517,3,true
79,182,2,false
39,739,0,false
24,521,0,false
19,1136,1,false
23,1007,3,true
68,1276,3,false
29,488,4,false
25,443,0,false
52,237,2,false
0,994,0,false
52,212,1,false
19,1115,1,false
29,596,0,false
47,210,0,false
44,868,0,false
56,814,2,false
49,911,1,true
26,459,0,false
19,463,4,false
24,489,2,true
46,242,0,false
83,490,2,false
44,1047,0,false
27,880,0,false
38,414,0,false
54,499,4,true
31,520,4,false
46,1272,0,false
65,1009,2,false
53,435,1,false
24,595,0,false
44,219,0,false
26,574,3,false
35,447,0,false
21,557,0,true
54,217,0,false
20,1018,0,false
37,422,3,false
56,469,4,false
18,562,0,false
83,448,0,false
43,226,4,false
35,414,0,false
31,936,2,false
48,232,3,false
28,585,3,true
83,592,2,true
83,444,1,false
19,198,4,true
46,526,0,false
41,497,3,false
59,219,0,false
74,729,3,false
60,868,0,false
82,415,1,false
39,1187,4,true
53,204,-1,false
48,191,0,false
23,1376,4,true
29,471,3,false
59,158,0,false
21,433,2,false
35,1104,0,false
58,1224,2,false
30,541,2,true
66,430,2,false
82,156,0,false
55,490,0,false
 ,944,0,false
25,556,1,true
56,479,0,false
48,161,0,false
82,482,1,false
57,593,4,true
26,841,0,false
28,510,3,false
56,417,0,false
39,1382,3,false
24,525,0,false
54,225,2,false
25,453,2,false
24,-1,0,true
39,505,0,false
62,529,0,false
37,1040,1,false
31,573,1,false
19,404,0,false
24,224,3,false
26,527,0,true
20,585,2,false
46,447,2,false
37,416,0,false
32,504,1,false
28,485,0,false
38,218,1,false
60,411,3,false
29,927,3,false
54,779,2,false
19,510,4,false
32,230,1,true
33,543,0,false
34,809,0,false
31,954,1,false
37,183,1,true
54,573,1,false
47,219,0,false
26,1085,0,true
29,574,1,false
40,537,1,true
18,1137,1,false
34,479,4,false
66,1011,3,false
21,410,0,false
25,411,2,false
21,480,0,false
55,428,1,false
76,150,2,false
19,498,0,false
57,1215,0,false
44,436,1,false
20,866,0,false
78,906,0,false
23,1118,2,false
39,410,0,false
35,473,0,false
47,520,0,true
25,200,2,false
33,551,3,false
52,530,2,true
78,426,3,false
22,935,2,false
36,423,0,false
32,554,4,false
23,542,2,false
28,825,3,false
26,1276,2,false
25,944,4,false
51,475,0,false
25,558,0,false
43,220,2,false
36,506,2,false
22,163,0,false
70,585,0,false
81,584,4,false
51,578,2,false
37,1295,0,false
30,581,0,false
39,571,4,false
28,236,1,false
45,1011,2,true
32,595,2,false
41,1281,3,false
59,514,0,true
20,171,4,false
69,425,0,false
51,411,0,false
30,1389,4,false
18,458,0,false
29,1328,0,false
58,577,0,false
56,772,1,false
47,455,2,false
54,533,3,false
28,1071,0,false
49,569,0,false
40,1343,0,true
39,226,1,false
18,724,1,false
38,472,0,false
49,844,4,false
24,577,4,false
19,554,0,false
46,970,0,false
59,1106,0,false
24,576,3,false
21,538,2,false
41,428,4,false
30,527,0,false
74,1262,2,false
76,1324,1,false
48,154,2,true
43,980,0,false
21,411,0,false
27,733,0,false
80,528,2,false
29,1281,3,false
65,595,2,false
48,233,0,false
55,459,4,false
64,531,0,false
78,245,0,false
74,191,0,true
33,522,2,false
19,454,1,false
59,1279,2,false
42,442,1,false
78,560,0,false
54,418,3,false
57,590,1,false
25,402,0,false
55,569,4,false
28,1274,0,false
39,1107,2,false
75,518,2,false
48,591,2,false
48,951,2,false
51,1139,0,false
42,465,2,false
49,491,4,true
57,445,0,false
33,526,2,true
27,923,0,false
27,471,0,false
30,418,1,false
21,438,4,false
33,466,2,false
60,181,0,false
38,417,0,false
33,554,3,false
44,866,0,false
40,850,2,false
54,519,0,false
20,177,4,false
74,413,0,false
71,1367,2,true
41,1255,4,true
50,762,3,false
45,784,2,false
37,169,0,false
26,701,0,false
57,1167,0,false
52,167,1,false
22,414,0,false
84,160,1,false
50,587,0,false
75,158,2,false
55,420,2,false
26,540,1,false
33,224,0,true
49,516,0,false
31,816,1,false
34,584,0,false
43,575,3,true
20,462,0,false
72,178,0,false
20,243,0,false
34,1101,2,false
77,464,4,true
38,409,1,false
19,583,0,false
21,1161,4,false
36,727,0,false
44,509,2,false
55,900,4,true
22,566,2,false
54,565,4,false
50,456,0,false
64,185,4,false
38,593,1,false
47,404,3,true
22,452,0,false
46,523,0,false
33,218,2,false
19,434,0,false
37,724,0,false
21,748,2,false
18,1289,0,false
24,244,0,false
84,505,2,false
56,1328,2,false
24,817,2,false
27,523,2,false
34,474,0,false
81,917,1,false
23,1062,3,false
77,815,0,false
24,483,3,false
33,764,1,false
53,198,0,false
27,428,1,false
78,515,0,false
70,575,2,false
56,527,4,false
69,1159,3,false
39,468,3,true
29,1271,3,false
22,203,1,false
47,711,0,false
21,499,0,false
22,764,1,true
30,529,0,false
72,469,2,true
42,590,0,false
45,442,0,false
25,1199,0,false
30,1281,3,false
20,796,1,false
24,414,1,false
28,466,1,false
23,753,1,false
35,1399,3,false
43,221,0,false
53,561,0,false
46,776,4,true
42,418,2,false
76,223,0,false
37,1388,0,true
62,159,1,false
35,445,0,false
48,434,3,false
43,508,0,false
27,568,4,false
59,1196,0,false
18,553,4,true
23,1340,4,false
54,1021,0,false
25,588,0,false
50,210,0,false
51,1173,1,false
51,581,1,true
38,577,1,false
81,150,0,false
34,1263,1,false
26,1143,4,true
42,411,0,false
29,951,0,false
25,896,2,true
22,227,1,false
35,734,1,false
40,948,0,true
67,781,0,false
57,582,0,false
47,1319,0,false
54,546,0,false
37,974,0,false
50,219,4,false
29,191,0,false
47,438,0,false
34,1139,1,true
29,507,2,false
68,1161,1,false
41,505,0,false
54,455,0,false
27,570,0,false
23,1000,0,false
27,511,3,false
33,420,0,false
67,877,0,false
41,217,4,true
22,169,3,false
56,993,3,false
26,526,0,false
27,590,1,false
26,496,3,true
29,1048,0,false
31,927,0,false
23,972,0,false
31,588,0,false
54,534,3,false
27,1151,0,false
36,467,2,false
29,187,4,false
29,588,0,false
56,403,3,false
39,499,4,false
29,1169,0,false
20,437,2,false
37,941,3,true
18,509,0,false
18,741,2,false
69,541,0,false
26,948,0,false
79,418,0,false
22,934,3,false
40,577,1,false
49,1041,0,false
44,525,4,false
33,194,1,false
80,471,2,false
48,1068,0,false
43,184,0,false
26,424,1,false
83,409,4,true
71,401,1,false
44,1085,0,false
30,456,0,false
44,1184,0,false
44,197,2,false
26,447,2,false
69,536,4,true
42,1258,0,false
57,198,1,false
21,549,0,false
70,581,0,false
54,194,4,true
51,1082,0,false
39,245,0,false
40,492,0,false
59,419,0,true
28,460,0,false
38,479,0,true
70,201,4,true
36,564,1,false
78,423,0,false
21,182,3,false
52,547,0,false
35,771,4,false
51,587,1,false
40,235,0,false
47,1112,0,false
41,477,4,false
68,1227,3,false
82,203,0,false
26,213,0,false
45,1334,0,false
21,1253,4,false
60,401,3,false
32,555,0,false
34,1104,0,false
19,1120,1,false
20,426,0,false
66,559,3,false
31,510,0,false
22,1374,0,false
43,502,0,false
73,1061,4,false
31,1185,4,false
58,484,0,false
22,239,0,false
25,511,3,false
34,1130,1,false
40,447,2,false
37,500,3,false
69,1186,2,false
28,1191,3,false
58,451,0,false
28,547,0,false
45,1369,2,false
72,534,4,false
30,503,3,false
46,194,2,false
22,568,2,false
44,1011,4,false
40,1090,2,false
23,573,0,false
47,177,2,false
28,451,0,false
27,152,0,false
47,484,2,false
63,1396,1,true
75,1241,1,false
26,233,2,false
74,480,0,false
84,418,0,false
28,1263,0,false
43,1061,0,false
46,481,4,false
58,501,0,false
59,737,0,false
47,484,0,false
23,1335,2,false
73,472,0,false
24,784,1,false
0,588,0,false
61,973,3,false
54,1373,0,false
26,453,0,false
64,209,4,true
61,216,0,false
57,507,0,false
18,967,2,false
51,453,3,false
26,469,1,false
22,198,1,false
24,498,3,true
23,202,1,false
79,816,4,false
43,1308,1,false
22,458,2,false
84,555,0,false
27,429,0,false
30,199,3,true
58,187,3,false
48,945,3,false
64,721,0,false
40,479,1,false
37,221,0,false
40,1151,3,false
46,505,0,false
49,942,4,false
51,248,2,true
27,150,2,false
27,162,3,false
42,436,1,true
25,193,2,false
28,1059,3,false
49,1001,2,false
21,1352,0,true
74,505,3,false
47,554,0,true
38,550,4,false
62,859,3,false
58,1106,2,false
35,502,1,false
44,164,2,false
27,175,1,false
25,596,1,false
49,928,3,false
35,1381,0,false
30,198,1,false
28,422,4,true
38,405,0,false
64,403,0,false
41,999,0,false
27,966,0,false
28,590,2,false
34,1170,1,false
38,438,1,true
41,537,2,true
80,514,0,false
50,462,0,false
41,436,3,false
77,588,3,true
35,219,2,false
54,1129,0,false
44,427,0,false
43,1258,0,false
46,907,1,false
58,179,3,false
30,587,0,false
43,212,3,false
47,585,1,false
39,492,0,false
50,865,2,true
31,1002,1,false
32,247,1,false
52,406,4,false
29,552,4,false
20,410,3,false
59,522,0,false
20,152,0,false
30,780,3,false
73,546,2,false
59,1113,0,false
52,1327,4,false
45,541,2,false
79,150,1,false
53,439,1,false
26,163,2,false
26,477,0,false
26,151,0,false
56,151,4,false
28,412,0,false
19,245,0,false
43,247,2,false
64,570,0,false
71,530,1,false
20,1306,3,true
50,222,2,false
26,230,0,false
62,751,0,false
55,514,0,false
22,875,0,false
38,1383,0,false
37,978,4,false
53,1002,4,false
61,980,0,false
49,1063,1,false
24,210,0,false
29,1099,0,false
18,580,0,false
24,796,0,false
 ,1333,0,false
38,173,3,false
37,1377,0,false
50,522,3,false
62,222,4,false
59,163,0,false
23,547,3,false
39,239,2,false
47,-1,1,false
37,432,0,true
51,497,0,false
34,727,0,false
45,170,4,false
37,463,0,false
68,521,0,false
33,414,3,false
22,1046,2,false
59,576,0,false
32,458,2,false
23,188,0,false
44,525,4,false
25,543,2,false
22,459,0,false
25,1281,0,false
81,193,2,false
27,551,0,false
31,555,3,false
34,177,0,true
83,402,2,false
83,242,4,false
24,158,1,false
31,830,3,false
19,1199,2,false
31,194,1,false
19,155,0,false
52,532,3,false
61,537,2,false
29,215,4,false
23,176,1,false
29,1025,2,0
20,437,1,false
41,493,2,false
26,198,3,false
27,537,1,false
52,209,2,false
23,196,0,false
18,522,3,false
18,495,4,true
19,785,2,false
72,460,2,false
54,432,3,false
24,444,2,true
47,464,4,true
57,1370,1,false
47,783,0,false
61,150,0,false
55,592,0,false
20,440,3,false
49,242,0,false
49,235,0,false
21,440,0,false
30,587,1,false
69,482,2,false
30,597,2,false
53,497,0,false
20,224,3,false
53,587,2,false
82,427,4,false
21,433,0,false
27,561,1,false
27,421,3,false
72,186,0,false
30,519,1,true
48,599,0,false
80,1231,0,false
40,718,0,false
47,973,0,false
45,1056,0,false
62,434,0,false
66,212,0,false
21,434,0,false
29,477,3,false
58,241,0,false
51,576,2,false
40,231,0,false
67,426,0,true
80,870,3,true
57,444,2,false
41,1375,2,false
28,725,0,false
47,1035,1,true
50,503,0,false
80,1179,2,false
22,451,2,true
19,436,3,true
69,541,0,false
71,408,0,false
20,551,3,false
21,411,0,false
40,478,2,false
28,597,0,false
35,547,2,false
80,1168,0,false
68,404,3,false
24,1213,1,false
25,912,1,false
28,578,0,false
41,1268,1,false
45,594,1,true
78,-1,2,false
34,460,4,false
59,421,3,false
78,509,0,false
34,151,4,false
18,869,2,false
45,442,0,true
26,171,2,true
29,1080,4,false
22,828,2,false
18,588,3,false
53,470,0,true
59,180,0,false
44,482,4,false
65,425,0,false
49,1395,0,false
34,555,0,false
26,1371,1,false
29,1124,2,true
22,470,2,false
44,1094,0,false
84,171,0,false
80,1070,1,false
56,849,2,true
36,461,0,false
32,216,0,false
59,1052,1,false
45,179,1,false
35,561,1,true
36,506,0,false
40,499,0,false
24,157,3,false
39,567,2,false
42,565,0,false
52,1101,0,false
70,185,0,false
22,229,4,false
36,243,0,false
35,512,1,true
20,739,2,false
44,589,0,false
82,236,0,false
48,423,2,true
26,527,4,false
29,510,1,false
35,559,1,false
50,555,3,false
30,788,2,true
34,499,1,false
44,411,4,true
79,456,2,false
49,1220,0,false
19,244,0,false
70,425,0,false
41,1253,0,false
67,1358,0,false
23,1092,0,false
44,434,2,false
43,462,0,true
83,432,4,false
53,578,0,false
26,1076,3,false
20,240,3,false
35,1291,0,false
28,212,0,true
75,432,0,false
42,716,0,false
59,934,0,false
84,595,4,true
78,538,2,false
84,193,2,false
29,704,4,false
18,489,0,false
21,191,0,false
45,569,0,false
47,998,0,false
73,940,0,false
59,534,3,true
82,1058,1,false
29,862,2,false
73,461,0,false
45,572,1,false
36,782,3,false
57,517,0,true
19,801,0,false
51,1230,2,false
33,568,0,true
29,887,3,false
32,535,4,false
66,453,1,true
36,421,1,false
45,555,2,false
56,597,4,false
53,1335,0,false
18,576,0,false
33,810,1,false
49,480,0,false
32,505,3,true
29,813,2,false
48,183,1,false
58,415,2,false
58,1001,2,false
31,999,0,false
53,947,4,false
73,567,0,false
18,174,0,false
19,173,0,false
20,440,2,false
20,544,0,false
54,897,3,false
39,536,2,false
83,429,2,false
36,437,1,false
