age,sexe,taux,situationFamiliale,nbEnfantsAcharge,seconde_voiture,immatriculation
80170,41,F,1336,En Couple,0,true,8054 NZ 23
80178,23,M,589,En Couple,2,true,4526 KV 93
80179,21,F,201,En Couple,2,true,996 YV 26
80181,69,M,573,En Couple,3,true,1013 PE 44
80183,26,M,426,En Couple,0,true,6980 ZM 44
80190,29,F,1028,En Couple,4,true,7090 ED 33
80196,73,M,901,En Couple,2,true,9200 QB 11
80200,25,M,1332,En Couple,0,true,8795 TM 66
80206,49,M,1055,En Couple,1,true,6295 LU 45
80207,45,F,420,En Couple,3,true,9244 LG 32
80215,45,M,487,En Couple,1,true,8269 VF 96
80219,24,M,247,En Couple,2,true,8043 AW 45
80221,77,M,163,En Couple,2,true,9401 CI 17
80231,62,M,432,En Couple,3,true,6340 NW 15
80235,26,M,911,En Couple,2,true,5018 NJ 24
80248,38,M,501,En Couple,0,true,7117 OL 48
80258,70,M,552,En Couple,0,true,1213 GG 62
80264,24,M,453,En Couple,3,true,2223 LA 19
80268,59,Femme,570,En Couple,2,true,5312 FK 79
80280,21,F,521,En Couple,2,true,7424 QT 52
80282,47,F,1016,En Couple,0,true,213 IA 34
80288,27,M,206,Marié(e),3,true,6763 OC 59
80291,74,F,221,En Couple,1,true,214 JL 59
80302,33,M,1003,En Couple,3,true,4428 MT 94
80313,48,M,868,En Couple,0,true,6105 FO 19
80323,20,M,175,En Couple,0,true,9828 JV 35
80330,46,F,597,En Couple,4,true,4661 DB 35
80335,25,F,234,En Couple,4,true,8580 ZO 46
80336,26,F,494,En Couple,3,true,5434 ZP 38
80340,19,M,185,En Couple,1,true,5624 UL 82
80342,37,F,559,En Couple,0,true,6777 SU 65
80357,19,M,431,En Couple,4,true,4601 OA 29
80380,35,F,228,En Couple,0,true,1855 MF 55
80388,25,M,566,En Couple,2,true,7348 EO 14
80399,69,M,415,En Couple,2,true,9155 CP 18
80407,25,F,231,En Couple,1,true,9469 DR 81
80416,25,M,218,En Couple,1,true,7459 UJ 55
80426,49,M,203,En Couple,0,true,1534 HU 73
80440,26,F,176,En Couple,0,true,1340 GX 31
80442,84,M,474,En Couple,0,true,8698 QK 67
80443,29,F,211,En Couple,2,true,4656 PQ 21
80444,57,M,156,En Couple,2,true,1618 JN 62
80451,32,M,543,En Couple,0,true,7700 JG 56
80463,56,M,153,En Couple,4,true,2261 YV 74
80464,42,M,938,En Couple,3,true,2725 EV 39
80467,52,M,150,En Couple,2,true,6242 JK 36
80485,34,M,1228,En Couple,1,true,3648 OU 42
80498,76,M,771,En Couple,1,true,3607 NM 37
80504,19,M,529,En Couple,4,true,4192 MS 86
80514,71,M,529,En Couple,2,true,3025 VK 30
80530,37,Féminin,159,En Couple,0,true,2460 VI 68
80537,23,M,456,En Couple,1,true,9316 UN 23
80542,36,F,557,En Couple,2,true,6793 LE 80
80544,34,M,459,En Couple,3,true,5379 ZM 94
80554,48,M,1265,En Couple,0,true,8535 CM 17
80562,37,M,486,En Couple,1,true,6793 GV 17
80569,48,M,407,En Couple,1,true,7498 VN 31
80572,62,M,163,En Couple,1,true,1056 AC 82
80579,64,M,425,En Couple,4,true,8779 GD 87
80581,25,M,458,En Couple,0,true,591 ZW 65
80585,35,F,812,En Couple,4,true,5413 XL 21
80592,41,M,176,En Couple,1,true,3400 UJ 48
80593,28,M,565,En Couple,4,true,9491 EO 31
80597,69,F,546,En Couple,3,true,1508 WE 34
80603,63,M,785,En Couple,2,true,5790 OR 84
80605,74,M,187,En Couple,1,true,623 TE 79
80611,41,F,590,En Couple,0,true,6622 EC 18
80622,75,F,515,En Couple,2,true,5186 JP 13
80627,45,M,419,En Couple,0,true,8902 BF 80
80629,55,M,209,En Couple,4,true,2725 PK 55
80630,74,F,492,En Couple,2,true,8272 DV 96
80636,66,M,153,En Couple,4,true,9370 YM 90
80640,29,M,995,En Couple,1,true,9644 NW 57
80643,51,M,1299,En Couple,4,true,8994 CY 37
80644,72,M,182,En Couple,2,true,7008 UV 43
80655,46,M,492,En Couple,2,true,8468 RU 15
80669,57,M,215,En Couple,4,true,6001 QP 69
80675,27,F,434,En Couple,1,true,7894 RA 86
80684,31,M,708,En Couple,4,true,7053 AW 78
80685,24,F,186,En Couple,1,true,6190 TV 32
80691,28,M,846,En Couple,0,true,5870 CV 76
80700,23,F,527,En Couple,4,true,5781 HM 84
80701,47,M,1224,En Couple,0,true,4307 DG 44
80706,35,M,438,En Couple,2,true,3188 WF 50
80707,77,M,827,En Couple,2,true,5803 ZP 74
80710,43,F,224,En Couple,0,true,1220 VD 63
80712,47,M,588,En Couple,3,true,9652 KV 20
80719,47,F,220,En Couple,0,true,621 XH 28
80732,42,M,425,En Couple,2,true,4760 CY 39
80736,19,F,224,En Couple,1,true,1313 BR 82
80740,34,M,585,En Couple,1,true,8152 XI 42
80746,27,M,423,En Couple,2,true,1274 VA 18
80747,28,M,535,En Couple,3,true,1474 DD 52
80749,28,M,527,En Couple,2,true,5475 AJ 34
80753,64,M,1070,En Couple,2,true,5906 FI 28
80757,48,M,914,En Couple,2,true,3197 UA 18
80759,22,M,596,En Couple,4,true,6097 ZY 74
80760,59,M,246,En Couple,1,true,1090 KT 70
80764,26,M,559,En Couple,4,true,3171 OM 87
80785,66,M,492,En Couple,3,true,8116 RX 49
80793,21,Homme,417,En Couple,2,true,7698 WA 70
80826,22,M,429,En Couple,1,true,2014 GE 17
80841,47,F,424,En Couple,2,true,9657 FE 80
80848,25,F,569,En Couple,2,true,4949 NU 53
80861,56,M,1103,En Couple,2,true,8741 SB 47
80881,21,M,196,En Couple,2,true,6267 HF 45
80886,24,M,497,En Couple,4,true,9995 XX 59
80887,29,M,432,En Couple,1,true,956 XX 20
80897,47,M,919,En Couple,2,true,7900 DE 47
80904,42,M,1202,En Couple,2,true,7335 IY 41
80909,35,M,932,En Couple,3,true,6073 HE 14
80914,75,M,426,En Couple,0,true,8985 KA 94
80918,25,M,463,En Couple,3,true,9912 HL 45
80919,47,M,590,En Couple,4,true,7968 MK 64
80927,71,F,1370,En Couple,2,true,2518 DR 42
80928,53,M,515,En Couple,2,true,2738 MF 86
80929,50,M,479,En Couple,1,true,8032 YI 79
80934,59,M,489,En Couple,1,true,4046 MW 30
80942,80,M,593,En Couple,2,true,6059 JC 84
80946,52,M,541,En Couple,2,true,7548 BE 20
80952,44,F,402,En Couple,3,true,369 OP 89
80954,32,M,492,En Couple,1,true,6272 AZ 47
80956,38,F,562,En Couple,1,true,5016 XC 33
80957,36,F,501,En Couple,3,true,6 SI 24
80958,66,F,583,En Couple,1,true,6780 KC 66
80960,73,M,1170,En Couple,0,true,9517 MZ 34
80978,75,M,861,En Couple,3,true,5415 XA 47
80988,34,M,203,En Couple,2,true,8799 UO 11
80999,56,M,475,En Couple,1,true,8262 SJ 22
81001,53,F,1046,En Couple,2,true,5476 CY 59
81015,29,M,216,En Couple,3,true,2783 JO 17
81027,42,M,496,En Couple,1,true,5924 GU 54
81029,51,M,517,En Couple,3,true,7046 KN 23
81033,22,M,572,En Couple,4,true,7313 IF 20
81046,30,F,176,En Couple,2,true,1043 LF 39
81051,30,M,228,En Couple,2,true,3892 IQ 25
81056,39,F,487,En Couple,1,true,4674 XT 86
81096,43,M,1246,En Couple,1,true,8971 SF 44
81097,23,M,167,En Couple,0,true,9405 JT 16
81101,51,F,486,En Couple,2,true,9843 HN 55
81128,42,F,406,En Couple,4,true,2135 II 16
81142,52,M,240,En Couple,4,true,9973 EN 18
81157,29,M,179,En Couple,4,true,3624 KA 75
81163,24,M,490,En Couple,4,true,8159 SD 81
81165,30,M,435,En Couple,3,true,389 LS 15
81170,63,M,509,En Couple,3,true,814 FR 77
81179,19,M,1234,En Couple,0,true,8721 QM 82
81186,83,M,185,En Couple,0,true,7169 VP 90
81191,40,M,589,En Couple,4,true,5519 LZ 79
81209,21,M,157,En Couple,1,true,6554 EY 88
81215,56,M,563,En Couple,2,true,2357 IA 41
81217,27,F,507,En Couple,4,true,7415 ZP 31
81223,64,M,801,En Couple,1,true,1792 TY 28
81225,24,M,410,En Couple,2,true,1627 RL 59
81311,19,M,432,En Couple,2,true,9630 IZ 67
81333,45,M,1279,En Couple,2,true,1943 WU 79
81335,64,M,877,En Couple,4,true,4704 CT 88
81336,23,M,599,En Couple,1,true,4693 LB 44
81342,77,M,483,En Couple,1,true,3349 JI 40
81346,79,F,928,En Couple,4,true,8606 DI 13
81364,74,M,183,En Couple,1,true,3584 VK 97
81391,22,M,188,En Couple,3,true,1213 VO 40
81394,75,M,429,En Couple,1,true,6050 KV 80
81399,42,F,203,En Couple,0,true,5895 IQ 46
81403,20,M,167,En Couple,0,true,5007 IG 71
81405,60,M,531,En Couple,1,true,670 NE 97
81410,64,M,1223,En Couple,1,true,1250 PW 95
81411,76,M,1003,En Couple,2,true,2015 OF 67
81421,64,M,1260,En Couple,1,true,6529 CB 25
81423,41,M,444,En Couple,3,true,709 VC 22
81434,38,M,587,En Couple,1,true,9504 MD 16
81439,42,F,438,En Couple,1,true,9979 GT 84
81442,36,M,1373,En Couple,0,true,5753 MI 12
81446,68,M,987,En Couple,0,true,3631 TI 35
81450,30,M,494,En Couple,0,true,7042 CR 59
81453,32,M,1278,En Couple,1,true,2927 EL 71
81470,63,M,1281,En Couple,1,true,4355 TY 68
81474,37,M,525,En Couple,3,true,7752 YQ 52
81476,36,Masculin,200,En Couple,2,true,9380 ZC 70
81483,25,F,1184,En Couple,2,true,5736 ZJ 32
81514,76,M,1081,En Couple,0,true,3677 DG 44
81517,74,M,440,En Couple,0,true,2860 GP 27
81522,47,M,969,En Couple,0,true,4623 ZA 88
81527,40,F,476,En Couple,2,true,9018 EF 22
81529,36,M,521,En Couple,2,true,7238 OZ 85
81535,31,F,214,En Couple,3,true,9262 YX 70
81547,55,M,504,En Couple,1,true,6387 UA 17
81550,52,F,523,En Couple,4,true,3924 AQ 80
81566,58,M,226,En Couple,0,true,7798 YW 32
81574,40,M,1390,En Couple,1,true,4987 MF 88
81575,72,F,512,En Couple,1,true,2617 MH 34
81586,64,F,1363,En Couple,4,true,2384 JX 24
81590,19,M,543,En Couple,1,true,8400 VX 32
81603,47,M,1029,En Couple,4,true,2487 PZ 17
81611,33,M,1059,En Couple,0,true,9152 WE 21
81620,21,M,516,En Couple,0,true,678 NQ 43
81625,74,M,860,En Couple,0,true,6999 SH 96
81644,18,M,936,En Couple,2,true,7134 AA 40
81656,36,F,1195,En Couple,4,true,6439 MI 83
81661,44,M,188,En Couple,0,true,7657 RZ 79
81682,59,M,469,En Couple,0,true,8266 FQ 19
81684,48,M,476,En Couple,1,true,3605 SM 46
81687,60,M,1395,En Couple,3,true,3860 JD 19
81690,44,F,414,En Couple,3,true,4279 IO 75
81696,19,F,420,En Couple,0,true,6553 SY 11
81697,53,M,178,En Couple,3,true,8028 TQ 41
81719,47,M,526,En Couple,3,true,9701 TZ 50
81722,32,F,564,En Couple,0,true,3440 HN 20
81735,45,M,407,En Couple,2,true,1407 ZZ 71
81737,33,M,175,En Couple,3,true,5794 PZ 80
81738,25,F,573,En Couple,3,true,4776 FQ 80
81739,52,F,553,En Couple,1,true,9152 TX 40
81748,63,M,408,En Couple,4,true,2165 UE 46
81750,82,F,555,En Couple,2,true,2784 GK 74
81752,59,M,476,En Couple,2,true,2602 HQ 29
81756,54,F,508,En Couple,1,true,7380 ND 26
81760,75,M,1160,En Couple,0,true,4048 BE 39
81769,57,M,499,En Couple,4,true,3627 EP 74
81775,49,F,557,En Couple,1,true,7628 IB 67
81777,22,M,437,En Couple,0,true,1461 ZV 45
81816,19,M,177,En Couple,4,true,8455 IL 60
81818,20,M,1188,En Couple,1,true,3774 AB 53
81820,36,M,156,En Couple,0,true,4563 JY 12
81825,19,F,557,En Couple,1,true,1103 FM 72
81833,74,F,534,En Couple,2,true,4030 SE 97
81842,72,M,171,En Couple,4,true,8746 WN 15
81852,36,F,208,En Couple,3,true,4591 WZ 88
81853,76,F,589,En Couple,4,true,1961 EW 58
81874,35,M,1073,Marié(e),2,true,5779 WR 19
81878,21,F,578,En Couple,3,true,3583 PI 74
81885,71,M,760,En Couple,4,true,1806 II 58
81889,45,M,154,En Couple,0,true,6180 UK 40
81902,23,F,238,En Couple,2,true,2033 UN 98
81923,22,M,152,En Couple,4,true,6253 HZ 65
81924,79,M,716,En Couple,2,true,7276 JM 12
81930,41,M,525,En Couple,2,true,890 AR 79
81931,60,M,202,En Couple,3,true,6543 ND 15
81946,52,M,559,En Couple,4,true,8222 LM 82
81966,29,F,415,Marié(e),2,true,6688 XU 21
81975,41,M,1213,En Couple,2,true,8778 ZX 95
81987,48,F,462,En Couple,0,true,1597 FF 50
81996,43,F,1086,En Couple,2,true,6925 LL 39
82030,29,M,432,En Couple,2,true,3522 SH 46
82031,19,M,1275,En Couple,1,true,2297 WK 71
82043,64,F,794,En Couple,1,true,6286 RO 34
82053,38,M,422,En Couple,3,true,4019 AB 74
82066,43,M,207,En Couple,4,true,8927 EC 26
82074,78,M,540,En Couple,1,true,3573 TA 98
82080,30,M,211,En Couple,1,true,128 JR 25
82087,20,M,979,En Couple,0,true,3456 RI 23
82096,18,M,451,En Couple,2,true,4016 RO 73
82098,28,M,557,En Couple,1,true,196 ZS 95
82109,58,F,456,En Couple,1,true,9931 VC 34
82114,62,M,434,En Couple,2,true,17 IA 36
82115,45,Masculin,512,En Couple,1,true,4005 IN 54
82121,73,M,188,En Couple,1,true,3212 TG 52
82122,64,F,528,En Couple,3,true,5263 YI 63
82124,25,F,1293,En Couple,4,true,4268 TE 12
82125,62,M,595,En Couple,0,true,9828 DS 70
82126,56,M,175,En Couple,0,true,3475 XW 93
82128,70,F,451,En Couple,1,true,6505 HX 35
82130,22,M,921,N/D,1,true,737 NX 71
82141,37,F,1234,En Couple,4,true,9908 II 83
82148,58,F,229,En Couple,0,true,1817 VS 51
82153,27,Masculin,504,En Couple,2,true,8346 US 10
82157,39,F,518,En Couple,0,true,7084 BA 75
82162,72,M,814,En Couple,0,true,199 BA 60
82172,36,M,427,En Couple,1,true,5676 TF 49
82178,64,F,457,En Couple,2,true,6029 XS 44
82191,31,M,200,En Couple,0,true,6951 EM 68
82192,28,M,575,En Couple,1,true,9701 UQ 49
82205,82,F,1091,En Couple,0,true,7015 ZJ 67
82208,42,M,577,En Couple,4,true,3304 MF 73
82209,80,M,486,En Couple,0,true,9433 ZR 18
82217,18,M,221,En Couple,1,true,8441 MT 63
82218,41,M,247,En Couple,3,true,5916 GF 51
82224,45,F,154,En Couple,1,true,2840 EW 33
82247,22,M,185,En Couple,3,true,8270 CS 35
82253,53,M,568,En Couple,4,true,2154 JI 42
82257,65,F,1026,En Couple,0,true,2206 UJ 89
82258,76,M,994,En Couple,3,true,6700 GA 89
82269,41,M,1207,En Couple,2,true,5323 QM 77
82270,54,M,430,En Couple,1,true,6113 QS 25
82276,52,M,959,En Couple,4,true,2729 JZ 97
82277,32,F,483,En Couple,1,true,755 NQ 28
82282,53,M,492,En Couple,4,true,9055 MN 49
82283,33,M,226,En Couple,0,true,5545 DY 81
82305,57,M,507,En Couple,1,true,5747 JV 17
82327,23,F,475,En Couple,3,true,6556 BP 76
82335,46,F,561,En Couple,0,true,3240 NM 71
82360,32,M,225,En Couple,1,true,5471 QG 96
82378,35,F,567,En Couple,3,true,6140 WP 15
82383,38,M,1354,En Couple,0,true,7576 PH 28
82397,73,M,981,En Couple,3,true,106 XB 19
82402,59,M,524,En Couple,2,true,227 VB 16
82409,81,F,458,En Couple,2,true,402 ON 22
82421,76,M,521,En Couple,3,true,4613 OI 75
82429,26,M,1222,En Couple,0,true,8135 FX 15
82432,20,F,495,En Couple,0,true,2469 DG 83
82439,57,F,156,En Couple,0,true,6909 FY 36
82446,63,M,211,En Couple,2,true,9895 ZL 41
82452,32,F,200,En Couple,0,true,591 KE 84
82461,19,F,714,En Couple,0,true,3013 KW 51
82467,49,F,411,En Couple,4,true,6683 SM 50
82476,36,F,974,En Couple,4,true,3829 ZG 22
82480,20,M,732,En Couple,3,true,9506 CW 66
82487,81,M,1377,En Couple,2,true,2053 GS 31
82492,73,M,1062,En Couple,1,true,5227 WA 52
82494,48,F,431,En Couple,0,true,4416 CU 55
82510,66,F,162,En Couple,1,true,7239 UI 97
82517,56,F,221,En Couple,2,true,991 LR 55
82519,23,M,580,En Couple,2,true,7282 VO 80
82522,25,M,201,En Couple,0,true,5374 GN 38
82526,26,F,1095,En Couple,1,true,2217 MN 70
82531,57,F,536,En Couple,1,true,3564 PU 29
82540,23,F,768,En Couple,0,true,4930 BI 35
82548,18,F,1271,En Couple,1,true,3137 SO 19
82551,36,M,896,En Couple,2,true,9615 TA 85
82561,24,M,560,En Couple,4,true,4734 IZ 65
82597,67,Masculin,520,En Couple,1,true,9369 PB 46
82598,32, ,579,En Couple,1,true,204 AR 71
82605,29,M,527,En Couple,1,true,8316 VQ 18
82616,25,M,561,En Couple,2,true,4314 MJ 76
82619,38,M,512,En Couple,3,true,3367 RN 94
82622,46,Homme,585,En Couple,2,true,8038 SK 80
82631,73,M,808,En Couple,0,true,9645 HJ 48
82639,71,M,1262,En Couple,3,true,512 AU 27
82645,51,M,480,En Couple,0,true,6893 SF 82
82662,68,F,552,En Couple,1,true,2397 TA 29
82670,81,M,490,En Couple,1,true,8797 KI 85
82676,77,M,560,En Couple,1,true,1418 DD 57
82681,71,M,489,En Couple,1,true,757 RM 73
82686,51,M,447,En Couple,2,true,1572 ZW 87
82690,47,M,216,En Couple,4,true,5253 LT 82
82697,28,M,815,En Couple,1,true,3345 QK 51
82700,70,M,241,En Couple,4,true,4840 RC 56
82710,67,M,870,En Couple,2,true,7244 WP 70
82722,22,M,525,En Couple,0,true,560 MQ 46
82726,44,M,508,En Couple,2,true,2112 TS 80
82733,22,F,704,En Couple,2,true,528 NY 50
82737,42,F,222,En Couple,4,true,5143 OG 19
82739,32,M,192,En Couple,3,true,4006 AU 11
82740,84,Femme,485,En Couple,3,true,5049 JW 11
82751,24,M,722,En Couple,4,true,1100 FB 79
82758,48,F,163,En Couple,3,true,7815 ET 89
82759,68,M,1196,En Couple,3,true,2061 KZ 21
82762,36,F,774,En Couple,0,true,8699 LO 64
82763,75,M,556,En Couple,0,true,9536 OI 37
82780,33,F,452,En Couple,1,true,4417 FO 69
82787,18,M,540,En Couple,0,true,807 PJ 40
82788,82,M,447,En Couple,1,true,2665 UK 21
82800,78,M,714,En Couple,0,true,8299 RP 29
82805,57,M,1221,En Couple,2,true,5495 WP 19
82825,35,M,470,En Couple,3,true,9939 YQ 88
82828,49,M,195,En Couple,3,true,6018 JT 57
82835,33,Femme,249,En Couple,2,true,6238 VI 48
82842,29,F,420,En Couple,2,true,3626 NP 44
82847,49,M,792,En Couple,0,true,7341 MJ 86
82860,57,M,1387,En Couple,0,true,8242 VH 21
82883,55,F,407,En Couple,2,true,4458 FC 27
82896,37,M,1143,En Couple,1,true,3970 UP 33
82898,78,M,1250,En Couple,3,true,6267 OD 17
82901,31,F,908,En Couple,4,true,9298 EX 12
82933,56,M,165,En Couple,4,true,6471 JN 92
82942,43,M,191,En Couple,1,true,7679 UP 98
82951,24,M,429,En Couple,3,true,7035 SP 55
82956,51,M,891,En Couple,1,true,4853 RM 47
82957,59,M,1332,En Couple,2,true,6218 HP 38
82973,54,F,972,En Couple,4,true,6721 JD 45
82977,40, ,234,En Couple,1,true,5509 CD 86
82990,35,M,206,En Couple,2,true,2262 IS 62
83002,32,F,1122,En Couple,0,true,2694 FJ 15
83003,81,Masculin,955,En Couple,0,true,3724 OJ 95
83004,38,M,155,En Couple,2,true,2401 GW 98
83013,66,M,427,En Couple,1,true,9538 VU 10
83031,30,M,207,En Couple,2,true,7525 AF 92
83038,39,F,938,En Couple,1,true,8071 ZR 43
83043,63,F,522,En Couple,2,true,1826 YK 29
83050,22,Masculin,529,En Couple,1,true,3090 CM 58
83051,45,M,557,En Couple,2,true,6877 AM 18
83056,40,F,156,En Couple,0,true,8396 VT 33
83080,51,F,1149,En Couple,2,true,5234 FD 29
83087,60,M,410,En Couple,0,true,8716 BK 34
83088,21,M,986,En Couple,3,true,8245 FN 76
83091,18,M,1235,En Couple,0,true,5423 MR 86
83094,24,M,182,En Couple,3,true,3894 CP 35
83096,24,M,1204,En Couple,1,true,8232 TZ 73
83101,33,M,466,En Couple,2,true,3500 OS 59
83102,83,M,848,En Couple,0,true,9938 OG 16
83109,61,M,923,En Couple,0,true,1959 GE 85
83129,66,F,193,En Couple,0,true,6379 BW 46
83130,32,M,221,En Couple,4,true,3136 TE 16
83132,38,F,577,En Couple,1,true,383 EW 40
83133,73,M,589,En Couple,0,true,4196 JP 82
83139,24,M,1155,En Couple,3,true,8625 TK 33
83147,59,M,1396,En Couple,0,true,2160 CT 18
83148,22,F,544,En Couple,3,true,8320 PR 73
83157,51,M,572,En Couple,2,true,3752 HO 16
83179,47,M,1340,En Couple,3,true,5767 PZ 21
83180,28,M,537,En Couple,1,true,2181 OM 14
83185,32,M,455,En Couple,0,true,3481 SX 29
83192,33,M,947,En Couple,1,true,8151 WL 45
83208,19,F,1363,En Couple,1,true,448 ZN 63
83216,21,M,580,En Couple,1,true,3500 FV 43
83228,66,M,599,En Couple,0,true,178 WY 10
83248,63,F,458,En Couple,0,true,3039 TH 64
83260,70,M,1082,En Couple,4,true,8836 XM 68
83261,74,M,879,En Couple,2,true,6649 UE 69
83274,56,M,556,En Couple,0,true,2517 PF 22
83280,36,F,576,En Couple,-1,true,1274 JW 81
83281,31,F,1304,En Couple,1,true,4848 GU 69
83289,82,M,193,En Couple,1,true,6600 LI 68
83291,24,F,1320,En Couple,4,true,7731 XY 41
83296,36,M,584,En Couple,2,true,6685 YF 52
83331,52,M,840,En Couple,1,true,1195 SX 16
83360,47,M,1159,En Couple,0,true,8246 ZV 65
83366,59,M,150,En Couple,4,true,4749 ZK 83
83377,21,M,443,En Couple,3,true,6508 PB 73
83380,76,M,1190,En Couple,1,true,802 TG 56
83381,29,M,175,En Couple,0,true,640 IN 29
83382,70,M,972,En Couple,4,true,7808 AP 21
83391,19,M,195,En Couple,0,true,3088 DO 23
83397,51,M,205,En Couple,4,true,6258 IC 93
83402,56,F,1398,En Couple,0,true,5919 CF 39
83405,50,M,489,Marié(e),3,true,521 YL 93
83406,49,M,744,En Couple,1,true,558 QH 32
83421,80,M,401,En Couple,1,true,2467 LA 64
83423,55,M,420,En Couple,3,true,4335 IU 53
83426,21,M,1257,En Couple,1,true,7490 KX 17
83437,60,M,548,En Couple,0,true,2485 FK 85
83440,53,M,559,En Couple,2,true,691 PH 28
83449,58,M,536,En Couple,4,true,8946 PA 85
83465,29,M,1179,En Couple,0,true,1812 QN 62
83466,26,F,765,En Couple,1,true,9735 XS 72
83467,52,F,1233,En Couple,3,true,2703 JY 66
83474,48,M,585,En Couple,0,true,259 BJ 93
83475,18,M,516,En Couple,1,true,2780 FO 34
83476,51,M,248,En Couple,2,true,7495 CZ 62
83504,42,M,534,En Couple,4,true,9256 SN 72
83507,73,M,187,En Couple,2,true,4965 IP 86
83511,24,M,562,En Couple,3,true,6667 RN 44
83513,31,M,522,En Couple,3,true,5578 CI 49
83525,36,M,506,En Couple,4,true,7864 AX 61
83529,63,M,550,En Couple,0,true,1036 JD 52
83539,51,M,245,En Couple,2,true,4894 SI 13
83543,58,F,170,En Couple,2,true,6376 KW 10
83561,46,M,510,En Couple,2,true,2273 AJ 85
83584,35,M,454,En Couple,1,true,6593 SU 34
83587,72,M,1157,En Couple,1,true,810 PR 10
83589,33,M,843,En Couple,4,true,8374 RD 81
83603,72,M,1385,En Couple,2,true,1617 RF 88
83607,29,M,1027,En Couple,3,true,8883 IR 59
83619,30,M,498,En Couple,4,true,1708 CR 98
83627,23,M,205,En Couple,0,true,5185 SS 68
83634,38,F,857,En Couple,0,true,2335 ED 41
83635,71,M,406,En Couple,4,true,3387 WD 12
83636,28,F,580,En Couple,1,true,4724 IP 75
83638,70,F,1383,En Couple,0,true,1747 GF 25
83650,27,M,524,En Couple,0,true,3832 HV 76
83653,31,F,552,En Couple,3,true,1014 ZY 95
83663,29,F,226,En Couple,0,true,4754 XK 52
83664,24,M,1021,En Couple,1,true,1722 HU 54
83668,26,M,854,En Couple,3,true,567 OW 53
83672,26,M,436,Marié(e),0,true,4860 NM 36
83686,53,M,513,En Couple,4,true,9807 DI 87
83687,28,M,447,En Couple,2,true,994 AR 17
83700,-1,F,1302,En Couple,0,true,6978 SC 20
83703,55,F,580,En Couple,2,true,9696 CJ 95
83708,61,M,163,En Couple,1,true,5038 DN 91
83711,33,F,594,En Couple,4,true,3133 RZ 30
83719,51,F,442,En Couple,3,true,282 LQ 34
83729,79,M,530,En Couple,1,true,1306 ZA 70
83736,33,F,196,En Couple,4,true,1748 YU 73
83739,31,M,530,En Couple,1,true,261 UZ 38
83743,28,M,991,En Couple,1,true,1825 NW 93
83751,33,M,576,En Couple,0,true,8418 LU 34
83765,74,M,560,En Couple,1,true,5494 AV 44
83773,80,M,538,En Couple,0,true,7342 LH 11
83787,55,M,424,Marié(e),2,true,8288 JM 43
83791,37,M,178,En Couple,1,true,4658 AM 21
83801,47,M,175,En Couple,4,true,6724 LB 80
83803,84,F,234,En Couple,4,true,8726 LI 90
83814,38,M,421,En Couple,2,true,2983 YZ 10
83834,66,F,439,En Couple,2,true,6082 QT 84
83836,21,F,585,En Couple,2,true,7640 QR 43
83840,52,F,1010,En Couple,4,true,7668 LC 79
83847,45,M,217,En Couple,4,true,717 WU 19
83872,29,M,1009,En Couple,1,true,965 TB 49
83874,67,M,578,En Couple,0,true,975 DH 72
83875,48,M,245,En Couple,4,true,9199 JM 50
83880,70,M,491,En Couple,2,true,9894 WT 56
83884,67,F,181,En Couple,0,true,5559 ZY 19
83889,64,M,1162,En Couple,4,true,8942 BT 28
83894,55,M,580,En Couple,3,true,405 NT 20
83897,41,M,421,En Couple,0,true,4368 FY 70
83899,45,M,565,En Couple,3,true,3252 JD 48
83907,49,M,160,En Couple,4,true,4854 QD 60
83909,25,M,479,En Couple,1,true,6713 PJ 69
83912,51,M,538,En Couple,0,true,5045 ZP 94
83918,55,M,1356,En Couple,4,true,6985 HL 65
83924,46,F,1236,En Couple,2,true,6061 BF 40
83926,48,M,1171,En Couple,4,true,6033 YE 62
83944,25,M,236,En Couple,1,true,8813 TA 40
83945,21,M,507,En Couple,0,true,5216 KC 11
83954,59,F,400,En Couple,2,true,6500 JS 93
83958,35,M,553,En Couple,4,true,5687 EF 95
83963,38,M,539,En Couple,1,true,5595 XR 54
83970,33,M,559,En Couple,2,true,4120 ZG 60
83974,24,F,453,En Couple,1,true,3840 XC 54
83978,45,F,570,En Couple,0,true,1233 PN 66
84025,23,M,152,En Couple,4,true,9741 CO 18
84038,39,M,1332,En Couple,4,true,44 CJ 97
84039,67,F,473,En Couple,1,true,4226 NX 11
84043,41,M,576,En Couple,4,true,8 GA 30
84056,71,F,1221,En Couple,0,true,9517 MC 33
84076,38,M,1055,En Couple,2,true,2744 TA 95
84079,58,M,220,En Couple,0,true,3836 ES 96
84084,37,M,1073,En Couple,4,true,9181 GM 88
84100,51,M,710,En Couple,4,true,2463 VX 22
84106,58,M,423,En Couple,4,true,455 SJ 45
84128,25,M,403,En Couple,3,true,6237 KX 13
84143,19,M,565,En Couple,2,true,2544 RC 24
84153,51,F,485,En Couple,2,true,3522 DD 75
84159,58,F,577,En Couple,2,true,5172 VM 31
84170,43,M,1279,En Couple,0,true,4166 NK 65
84175,19,M,501,En Couple,2,true,1651 IR 39
84183,64,F,1372,En Couple,4,true,8259 NC 52
84198,59,M,424,En Couple,4,true,6783 WW 16
84202,39,F,573,En Couple,1,true,1057 KJ 39
84209,19,M,581,En Couple,2,true,396 UV 41
